Epoch,TrainLoss,ValidationLoss,TrainAccuracy,ValidationAccuracy
1,3.213207244873047,3.511504650115967,0.0013755532362946265,0.001205387946743887
2,3.2007617950439453,3.524158000946045,0.0010139607345221702,0.0009352847506723626
3,3.5327835083007812,3.2069826126098633,0.0009555880092829015,0.0010159890801785573
4,3.0862865447998047,3.2078981399536133,0.001080360534725651,0.0012694578456895044
5,3.367948532104492,3.205322504043579,0.0010241801225131654,0.00097618597831283
6,3.2152113914489746,3.1945018768310547,0.0008592501453557899,0.0010186313172600718
7,3.2099032402038574,3.0715465545654297,0.0013956388256215002,0.0012406895114211018
8,3.2063708305358887,3.653186798095703,0.0010951822981804618,0.0010997310951566222
9,3.1140060424804688,3.212019920349121,0.0010666364964181429,0.001038007936205441
10,3.113203525543213,3.526864528656006,0.001275807458623495,0.0013691374453064418
11,3.2158429622650146,3.3708109855651855,0.0012492601788375512,0.0009662847516703224
12,3.093039035797119,3.3117198944091797,0.001040999411293823,0.0011495156128551163
13,3.7167234420776367,3.158205986022949,0.0011214357386505388,0.0009608524488876096
14,3.2106337547302246,3.3859992027282715,0.0007989998668552099,0.0011070177224260188
15,3.543668508529663,3.6163501739501953,0.0010797443374435504,0.0011644361973568037
16,3.2245702743530273,3.2290563583374023,0.0008403398989497917,0.0008796622615933293
17,3.225640296936035,3.1286098957061768,0.0009251330109468077,0.000983943376354706
18,3.11594557762146,3.5289950370788574,0.0012648362731643797,0.001067899939608131
19,3.2247326374053955,3.3438563346862793,0.0009641733146453741,0.0012357662678184188
20,3.5186500549316406,3.208984375,0.0011077181717551341,0.001126585696759022
21,3.3640146255493164,3.2241573333740234,0.0010229606261354567,0.001048862596025843
22,3.5282673835754395,3.2153940200805664,0.0010887860696513962,0.001251427838778882
23,3.2132349014282227,3.2267346382141113,0.0008803050264754173,0.0011761798404895541
24,3.2215077877044678,3.316807985305786,0.000977745710073032,0.000845922966720351
25,3.2460274696350098,3.5213112831115723,0.0010777618668431992,0.001113920295973236
26,3.2167599201202393,3.523845672607422,0.0010275725247556617,0.0012116675873067436
27,3.216017723083496,3.1208269596099854,0.0009534459300244218,0.0011171409064774944
28,3.2107155323028564,3.107318162918091,0.0009272651331650565,0.0010064863169889353
29,3.214254140853882,3.218660593032837,0.001018235154218228,0.0012498716024252413
30,3.2031235694885254,3.1998729705810547,0.0009678984741116972,0.0012798658731737334
31,3.117784261703491,3.224134922027588,0.0008961104685840877,0.0011285831660954684
32,3.205223798751831,3.212045669555664,0.0017600382345527598,0.001248141461076714
33,3.660360336303711,3.204491376876831,0.0009633037667686998,0.0012400145918549169
34,3.522490978240967,3.20969295501709,0.0014940007548544503,0.0012526977100505128
35,3.522970199584961,3.228747606277466,0.0010318502720069245,0.0010116587838189476
36,3.204951286315918,3.3408005237579346,0.0013238827635825598,0.0012617999687041428
37,3.2099950313568115,3.2560415267944336,0.0011904541484608247,0.0012133874974639635
38,3.2283294200897217,3.2218897342681885,0.001692444169477454,0.0011975027597106388
39,3.23335599899292,3.226325511932373,0.0009332876465827345,0.0010566236065297004
40,3.5207324028015137,3.2245724201202393,0.0011039565582726845,0.000765406969373147
41,3.201282024383545,3.208566188812256,0.0011753735507983195,0.0010670481613457923
42,3.115975856781006,3.5300235748291016,0.0010497233102652976,0.001247859143881737
43,3.1157877445220947,3.2229607105255127,0.0013128506366476497,0.0012639546341368844
44,3.2150421142578125,3.0700602531433105,0.0011203869107613226,0.0009761430329683933
45,3.5139846801757812,3.203105926513672,0.001008602780019833,0.0010135013604068816
46,3.2022056579589844,3.5206127166748047,0.0012003311751292033,0.00121488338502547
47,3.519437313079834,3.2219276428222656,0.0007671343928040031,0.0011156460033526488
48,3.22334361076355,3.1238346099853516,0.001194300634721908,0.0010808683367344546
49,3.0962905883789062,3.178123712539673,0.001088885605721675,0.0010651635659945466
50,3.2168424129486084,3.2107276916503906,0.0011203600795815422,0.0012424490763268607
51,3.2106595039367676,3.221953868865967,0.0009589780823425259,0.0009990416992017468
52,3.514138698577881,3.225142240524292,0.0010084456702753463,0.001486091272156152
53,3.228621244430542,3.194087505340576,0.001236593410963567,0.0011225958764960145
54,3.6459760665893555,3.202171564102173,0.0007340919454922257,0.0010410965781542736
55,3.223912239074707,3.1312248706817627,0.0013308376622326132,0.0011308656255250447
56,3.2165520191192627,3.3108067512512207,0.0011519290433832812,0.001015317832484384
57,3.461344003677368,3.2069602012634277,0.001512874075823521,0.0012565523631498771
58,3.0762174129486084,3.206557512283325,0.0009667354866209492,0.0009454249737720819
59,3.1948556900024414,3.7219228744506836,0.0009461062403881301,0.0010105964980126711
60,3.227851629257202,3.5159878730773926,0.0010717864965109067,0.0008487558588891642
61,3.207542657852173,3.2230117321014404,0.001124851047375582,0.0012348377787034957
62,3.2200326919555664,3.4033660888671875,0.0012448888976652236,0.001074631105089554
63,3.209493637084961,3.207892656326294,0.0011371573987836443,0.0009553181556352494
64,3.2130234241485596,3.1897082328796387,0.0012135115260546911,0.0010764917819736598
65,3.527254104614258,3.3265151977539062,0.0009626711343590706,0.0011697527308400834
66,3.206214427947998,3.2310540676116943,0.0008861079023881439,0.0009790071295811907
67,3.2122855186462402,3.2089321613311768,0.0009441079526149384,0.0010511788685541455
68,3.2071170806884766,3.2257943153381348,0.0007531180624101294,0.0011154711986839975
69,3.219749927520752,3.503006935119629,0.0010990650119888528,0.000967930159763187
70,3.5148205757141113,3.7152671813964844,0.001061335532220294,0.0011127748115673196
71,3.337831497192383,3.3314123153686523,0.001320852332595835,0.0010600660548415125
72,3.0711708068847656,3.263273239135742,0.0012975046583387415,0.0011762600678473017
73,3.157580852508545,3.3437676429748535,0.0009477364361627321,0.0013787446054313464
74,3.2270987033843994,3.196120262145996,0.0008302873765716192,0.001259256579031988
75,3.1941094398498535,3.109205961227417,0.0009807127478823083,0.0011642713247918602
76,3.208268404006958,3.2051961421966553,0.0013011758655345938,0.0012063654656500646
77,3.2460813522338867,3.2289977073669434,0.0010659462692888563,0.0011940997490329174
78,3.2146294116973877,3.4833035469055176,0.0008649363006185506,0.0009916103608607367
79,3.226454019546509,3.517444133758545,0.001365814063572851,0.0010716921373835025
80,3.524026393890381,3.223358392715454,0.000989817836868324,0.0009495713713710293
81,3.2021870613098145,3.1145846843719482,0.0008961211237176709,0.001076719244127573
82,3.1122021675109863,3.2102181911468506,0.0008079197601280075,0.001161876942377491
83,3.207383871078491,3.212033748626709,0.0009327279425432846,0.0010618764686380403
84,3.2252206802368164,3.652430534362793,0.00125718464525361,0.0011082486363232424
85,3.2241883277893066,3.2171990871429443,0.0011051704595893054,0.0008860076618261545
86,3.2113900184631348,3.2114620208740234,0.0010726837922551277,0.0010366335877524438
87,3.134107828140259,3.2015974521636963,0.001153388309128393,0.0010450015777173625
88,3.020555257797241,3.198619842529297,0.0010820303908747097,0.0011976252927868504
89,3.206697463989258,3.328718423843384,0.001137858189673946,0.0010943130869549692
90,3.216756820678711,3.2012481689453125,0.0009483701992832078,0.0010455005666839617
91,3.511817455291748,3.361917495727539,0.001000354781364251,0.0014313108895179687
92,3.515498161315918,3.1561951637268066,0.0010564655670529533,0.001027358282300393
93,3.2191195487976074,3.7066292762756348,0.000803134655577828,0.001021219858343633
94,3.5176968574523926,3.204627513885498,0.0009743544268261922,0.0011231332663379494
95,3.518195152282715,3.2247250080108643,0.0011580774853478869,0.001121939345627456
96,3.516765594482422,3.227752208709717,0.000996985686026399,0.0012730271230983945
97,3.2097530364990234,3.2146482467651367,0.0011182304809210534,0.0015344863095290587
98,3.2223613262176514,3.1165688037872314,0.0008466920337521932,0.001233571386438357
99,3.2143654823303223,3.2018487453460693,0.0012246700536851262,0.0014005379340988175
100,3.1116347312927246,3.2985925674438477,0.0010660340276146007,0.0009938021690659255
101,3.1985020637512207,3.5101547241210938,0.0008955472084856448,0.0011725964553424748
102,3.649843215942383,3.520458698272705,0.0011386743207128693,0.0011385329858842339
103,3.208436965942383,3.2084743976593018,0.0012621340283245673,0.0012170744748287565
104,3.108442544937134,3.4242465496063232,0.0010305954021173455,0.0008741290210665262
105,3.513462543487549,3.2277913093566895,0.0009445386914749669,0.001034017082752335
106,3.108812093734741,3.219460964202881,0.0010354152030192742,0.0009078418453426531
107,3.1113076210021973,3.2171051502227783,0.00105323195952503,0.001180391255877441
108,3.229304075241089,3.1790835857391357,0.0010881186409842237,0.0012037936333669703
109,3.2099170684814453,3.2089385986328125,0.0008163457915419294,0.0013448674582663136
110,3.095198154449463,3.5190858840942383,0.0008344718706398821,0.0009565467553067194
111,3.5121726989746094,3.220548391342163,0.001172818275683471,0.0010519318923432365
112,3.2338852882385254,3.2089476585388184,0.0011713339079850065,0.0010784616700347325
113,3.111682653427124,3.2093005180358887,0.0010380936060911357,0.0011942276717937087
114,3.1060380935668945,3.2144107818603516,0.0008990081054663124,0.0008267432376633066
115,3.194505214691162,3.2222259044647217,0.001167919002059666,0.0011373917687031625
116,3.1154422760009766,3.11677885055542,0.0009245442362347,0.0007859063861502336
117,3.206334114074707,3.211765766143799,0.0009661701851477089,0.0010658353790902431
118,3.5235581398010254,3.2129406929016113,0.000980913416653767,0.0011873718226058756
119,3.2211549282073975,3.3648083209991455,0.0011025085219885109,0.0009973530124861608
120,3.2111690044403076,3.235654830932617,0.0011584882327467143,0.0013641635521042922
121,3.2125885486602783,3.204169750213623,0.0008809473307097419,0.0010869296665691466
122,3.5230422019958496,3.1904208660125732,0.0012756451549321927,0.0012659121751983902
123,3.2256314754486084,3.079392671585083,0.0013414608078837738,0.001041821348889299
124,3.5158257484436035,3.219285249710083,0.0011656286005011023,0.0010695082660380666
125,3.217686891555786,3.231584072113037,0.0010779754757466763,0.0010975018851537433
126,3.2079029083251953,3.2034764289855957,0.0010175831065937504,0.0009745583333536084
127,3.2035958766937256,3.3364720344543457,0.0012369308880222064,0.0011918868653882804
128,3.2885384559631348,3.1373074054718018,0.0011599560451238371,0.000974456824200349
129,3.5258984565734863,3.200031280517578,0.0011619161891376116,0.0012649241354979778
130,3.209998607635498,3.220083713531494,0.0008610721471575018,0.0010645323123501414
131,3.5216169357299805,3.514413833618164,0.0010613118278579223,0.0009485247299010422
132,3.2266242504119873,3.2249391078948975,0.0009506149816585152,0.0009895369251410272
133,3.2102911472320557,3.2106573581695557,0.0009472650962487514,0.0010459247079161534
134,3.2118418216705322,3.1979379653930664,0.0011364161090146774,0.001218966756794443
135,3.5191831588745117,3.3518638610839844,0.0011105332611547611,0.0008919069540809962
136,3.0696635246276855,3.220592737197876,0.0009234478986995937,0.0009408869894754049
137,3.50010347366333,3.1144304275512695,0.0009808205829958307,0.0011833995446554205
138,3.1963820457458496,3.2054708003997803,0.0012864881560387385,0.0012932694492983562
139,3.5160655975341797,3.09580659866333,0.0009835253635663496,0.0011711960446834882
140,3.1325418949127197,3.2078757286071777,0.0009193172215520821,0.0013873371162402628
141,3.5099616050720215,3.2129266262054443,0.001184874712820423,0.0010225672202505676
