Epoch ,TrainLoss          ,ValidationLoss     ,TrainAccuracy         ,ValidationAccuracy
    1 ,3.3537352085113525 ,3.3102784156799316 ,0.00228371296321424   ,0.0030771419510200997
    2 ,3.3673975467681885 ,3.261019706726074  ,0.003107677664802829  ,0.003227312424124158
    3 ,3.4620704650878906 ,3.3369624614715576 ,0.003234565669068235  ,0.003277834044451194
    4 ,3.2858691215515137 ,3.2413487434387207 ,0.0028482056944325058 ,0.0039578367514469665
    5 ,3.344593048095703  ,3.2239015102386475 ,0.004027966672037869  ,0.004157705239195829
    6 ,3.347231864929199  ,3.2830429077148438 ,0.0037520943594446994 ,0.004216144348839103
    7 ,3.603421926498413  ,3.5400102138519287 ,0.004070911030915192  ,0.0053121481925280534
    8 ,3.6163413524627686 ,3.1837315559387207 ,0.00559293579804453   ,0.005827092542765121
    9 ,3.3190934658050537 ,3.2824900150299072 ,0.00629196542443487   ,0.007520414563299748
   10 ,3.037780284881592  ,3.3345232009887695 ,0.00876524526275311   ,0.00916611101391012
   11 ,3.10331654548645   ,3.062045097351074  ,0.0096416759954693    ,0.010750150280714958
   12 ,3.1564340591430664 ,2.9383416175842285 ,0.014970095208039984  ,0.01374659184196902
   13 ,3.303839921951294  ,3.514681816101074  ,0.011301312343247598  ,0.011924490755951034
   14 ,3.0735924243927    ,3.271519660949707  ,0.013989450147548033  ,0.015585385918918854
   15 ,2.961728096008301  ,3.4915692806243896 ,0.011069997667735549  ,0.010950169724192384
   16 ,2.9285733699798584 ,3.2855019569396973 ,0.014783075284286096  ,0.018772091963326142
   17 ,3.063553810119629  ,3.3856468200683594 ,0.019556065916784465  ,0.02064344496198443
   18 ,3.592454433441162  ,3.2917046546936035 ,0.017339465301956486  ,0.01851812194712909
   19 ,3.051178216934204  ,2.9564149379730225 ,0.019666492126820864  ,0.02227145776662702
   20 ,3.214006185531616  ,2.9459824562072754 ,0.017430515530817994  ,0.020968902265198795
   21 ,3.030623435974121  ,3.0907485485076904 ,0.021855073407462924  ,0.024618628380526066
   22 ,2.8480472564697266 ,3.1942379474639893 ,0.02622846475557128   ,0.025448395136224336
   23 ,3.328498601913452  ,3.074648141860962  ,0.025717150538916038  ,0.024295917575496824
   24 ,3.1954903602600098 ,3.0105016231536865 ,0.018916063525484667  ,0.02066312293631802
   25 ,3.2056989669799805 ,2.8445639610290527 ,0.02165678911030535   ,0.023100665345516663
   26 ,3.060605525970459  ,2.8035643100738525 ,0.01721575693092279   ,0.020459888806891185
   27 ,2.9675393104553223 ,3.1800193786621094 ,0.02431167162139212   ,0.024099108422881474
   28 ,3.29099702835083   ,2.8648011684417725 ,0.02650068240006751   ,0.029663922063324674
   29 ,2.859492778778076  ,3.0655808448791504 ,0.024935972167227146  ,0.029532608326788085
   30 ,3.225083351135254  ,3.045860767364502  ,0.026263106521098045  ,0.027893073038930804
   31 ,3.1119916439056396 ,3.1391873359680176 ,0.025219838756104153  ,0.02935646816390348
   32 ,3.6339094638824463 ,3.0297441482543945 ,0.02203311251956367   ,0.02475515874276223
   33 ,3.0307576656341553 ,2.909433603286743  ,0.022642178114142052  ,0.025977722099643104
   34 ,3.1491780281066895 ,3.2204785346984863 ,0.024670445768611146  ,0.025860563943531437
   35 ,2.9347400665283203 ,2.957179069519043  ,0.024129959413474667  ,0.02748474836556675
   36 ,2.9224791526794434 ,3.4511847496032715 ,0.02532975386113644   ,0.02613605140179726
   37 ,2.9239706993103027 ,2.8670802116394043 ,0.022234710104033703  ,0.023641049295297697
   38 ,3.1565914154052734 ,3.0125651359558105 ,0.023376763493232318  ,0.02628642495276479
   39 ,3.2096474170684814 ,2.8840458393096924 ,0.022327199606933423  ,0.025091340425942573
   40 ,2.9897918701171875 ,2.969494342803955  ,0.025492473367200615  ,0.02800028043029704
   41 ,3.3628621101379395 ,3.1980745792388916 ,0.029036159546624883  ,0.03155353244897704
   42 ,2.777273178100586  ,2.944124937057495  ,0.025421192853393816  ,0.02925073767287443
   43 ,2.733050584793091  ,3.062988758087158  ,0.019827715939420665  ,0.02340653218864957
   44 ,2.6764416694641113 ,2.9718730449676514 ,0.026874250608909106  ,0.03138799541789394
   45 ,2.928774833679199  ,2.8021631240844727 ,0.029587642478957166  ,0.029315105252036094
   46 ,2.623265504837036  ,2.946413040161133  ,0.026599667129388646  ,0.02832734719831521
   47 ,2.9973974227905273 ,2.913668155670166  ,0.027728673353740164  ,0.03074272873531714
   48 ,2.976884126663208  ,3.39850115776062   ,0.028647249029533008  ,0.02849235519272381
   49 ,2.7688581943511963 ,2.934227466583252  ,0.02189494922511607   ,0.023902394740279408
   50 ,2.830935478210449  ,2.751952648162842  ,0.029854627957399113  ,0.032311680734695994
   51 ,3.0106868743896484 ,2.8315956592559814 ,0.029596146171017607  ,0.03671938353891031
   52 ,2.985877752304077  ,3.0748631954193115 ,0.029238267340412204  ,0.03303517396872801
   53 ,2.9719622135162354 ,3.150075674057007  ,0.027163890015998456  ,0.029811095953927388
   54 ,2.8233864307403564 ,2.960235595703125  ,0.02714646642453181   ,0.029348010819130438
   55 ,2.6921000480651855 ,2.882843255996704  ,0.03190853559868579   ,0.03267294217335341
   56 ,2.776542901992798  ,2.920978546142578  ,0.026173274948365632  ,0.030692944694594982
   57 ,2.7730860710144043 ,3.1391959190368652 ,0.029876684968674322  ,0.031059187466549232
   58 ,2.704219341278076  ,2.60019850730896   ,0.024827783668665157  ,0.027216484933757664
   59 ,2.755157709121704  ,2.520814895629883  ,0.028987958729760847  ,0.033702754946396164
   60 ,2.7001051902770996 ,2.842071533203125  ,0.02740232517100805   ,0.02958009700349595
   61 ,3.0003442764282227 ,2.968860149383545  ,0.029337321996316404  ,0.029350947252641174
