Epoch,TrainLoss,ValidationLoss,TrainAccuracy,ValidationAccuracy
1,2.3679420948028564,3.69331693649292,0.018086395072150395,0.024493225445238583
2,2.700863838195801,2.7312510013580322,0.026737339243539188,0.030191460807695508
3,1.626204013824463,1.7081559896469116,0.027900693874099804,0.03245796399446995
4,1.3650580644607544,1.896008014678955,0.033849502065642564,0.037168902099075446
5,4.055028915405273,1.755232334136963,0.02626005117363951,0.02336404094798147
6,2.8053226470947266,1.5304656028747559,0.03429830809557889,0.03621977301278169
7,1.8420186042785645,1.3240315914154053,0.029618643920350685,0.03348737461582271
8,1.2647522687911987,1.487568736076355,0.03445138980239216,0.031529681833493174
9,2.1792173385620117,2.593066692352295,0.031665568374482284,0.045022935171246004
10,2.2719202041625977,3.4637229442596436,0.030046426886490757,0.03634285140237749
